page	pdf_page	row_index	hanzi	wupin	base	tone	quality	flags	initial	final	inventory_issue
240	118	15	两老太婆	lian115lau55tha55bo52	lian	115	matched	candidate_headword_differs	l	ian	final_outside_compact_inventory
240	118	19	姑娘阿嫂	ku33gnian55o55sau52	gnian	55	matched	ok	gn	ian	final_outside_compact_inventory
240	118	24	亲眷	chin33cioen55	cioen	55	matched	bracket_context_review	c	ioen	final_outside_compact_inventory
240	118	25	亲戚	chin33chiq5	chiq	5	matched	ok	ch	iq	final_outside_compact_inventory
240	118	26	娘家	gnian11cia52	gnian	11	matched	ok	gn	ian	final_outside_compact_inventory
241	119	1	干娘	keen33gnian52	gnian	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs	gn	ian	final_outside_compact_inventory
241	119	2	继拜娘	ci33pa33gnian33	gnian	33	matched	ok	gn	ian	final_outside_compact_inventory
241	119	3	继娘	ci33gnian33	gnian	33	matched	ok	gn	ian	final_outside_compact_inventory
241	119	19	同乡	don11shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
241	119	20	同乡人	don11shian55zeen52	shian	55	matched	ok	sh	ian	final_outside_compact_inventory
242	120	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
242	120	1	结拜兄弟	ciq3pa55shion55di52	ciq	3	matched	ok	c	iq	final_outside_compact_inventory
242	120	2	上级	zan115ciq54	ciq	54	low_match	non_matched_quality:low_match;candidate_headword_differs	c	iq	final_outside_compact_inventory
242	120	4	下级	gho115ciq54	ciq	54	matched	ok	c	iq	final_outside_compact_inventory
242	120	7	邻舍隔壁	lin11se55kaq5piq54	piq	54	matched	candidate_headword_differs	p	iq	final_outside_compact_inventory
242	120	8	隔壁邻舍	kaq3piq5lin55se52	piq	5	matched	ok	p	iq	final_outside_compact_inventory
242	120	19	喜酒	shi335cieu52	cieu	52	low_match	non_matched_quality:low_match;candidate_headword_differs	c	ieu	final_outside_compact_inventory
242	120	20	指婚庆酒席	tsy335huen55chin55cieu55jiq54	cieu	55	matched	candidate_headword_differs	c	ieu	final_outside_compact_inventory
242	120	20	指婚庆酒席	tsy335huen55chin55cieu55jiq54	jiq	54	matched	candidate_headword_differs	j	iq	final_outside_compact_inventory
242	120	25	凤冠霞帧	von11kuoen11ya11	kuoen	11	weak_match	non_matched_quality:weak_match;candidate_headword_differs	k	uoen	final_outside_compact_inventory
243	121	1	棺材	kuoen33dze52	kuoen	33	matched	ok	k	uoen	final_outside_compact_inventory
243	121	15	舍五娘	se335wu55gnian52	gnian	52	low_match	non_matched_quality:low_match;candidate_headword_differs	gn	ian	final_outside_compact_inventory
243	121	16	产妇娘	tshaen335vu55gnian52	gnian	52	matched	ok	gn	ian	final_outside_compact_inventory
243	121	23	乡风	shian33fon52	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
244	122	4	三官素	saen33kuoen55su52	kuoen	55	low_match	non_matched_quality:low_match;candidate_headword_differs	k	uoen	final_outside_compact_inventory
244	122	5	的素	tiq3su55	tiq	3	low_match	non_matched_quality:low_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
244	122	6	观音素	kuoen33in55su52	kuoen	33	matched	candidate_headword_differs	k	uoen	final_outside_compact_inventory
244	122	10	求服丧	jieu11voq5saon52	jieu	11	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	j	ieu	final_outside_compact_inventory
244	122	18	宝卷	pau335cioen52	cioen	52	weak_match	non_matched_quality:weak_match;candidate_headword_differs	c	ioen	final_outside_compact_inventory
244	122	20	常常省略一	dzaon11dzaon55san55liaq5iq54	iq	54	matched	ok		iq	final_outside_compact_inventory
245	123	4	观世音菩萨	kuoen33sy55in55bu55saeq54	kuoen	33	matched	ok	k	uoen	final_outside_compact_inventory
245	123	10	关帝菩萨	kuaen33ti55bu55saeq54	kuaen	33	matched	ok	k	uaen	final_outside_compact_inventory
245	123	17	黄老相公	huaon33lau55shian55kuon52	shian	55	matched	candidate_headword_differs	sh	ian	final_outside_compact_inventory
245	123	19	的人	tiq3zeen52	tiq	3	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
245	123	24	灵魂	lin11wen52	wen	52	matched	candidate_headword_differs	w	en	final_outside_compact_inventory
246	124	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
246	124	2	淹死的	ien33sy55tiq54	tiq	54	weak_match	non_matched_quality:weak_match;candidate_headword_differs	t	iq	final_outside_compact_inventory
246	124	4	跌煞鬼	tiq3saeq5ciu52	tiq	3	matched	ok	t	iq	final_outside_compact_inventory
246	124	7	枪毙鬼	chian33bi55ciu52	chian	33	matched	ok	ch	ian	final_outside_compact_inventory
246	124	16	死的	sy335tiq54	tiq	54	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
247	125	7	零碎铜钱	ihin33se55don55dien52	ihin	33	matched	ok		ihin	final_outside_compact_inventory
247	125	8	零碎钞票	ihin33se55tshau55phiau52	ihin	33	matched	ok		ihin	final_outside_compact_inventory
247	125	10	零用钿	ihin33yon55	ihin	33	matched	candidate_headword_differs		ihin	final_outside_compact_inventory
247	125	17	旧词	jieu11dzy11	jieu	11	weak_match	bracket_context_review;non_matched_quality:weak_match;candidate_headword_differs	j	ieu	final_outside_compact_inventory
247	125	26	利息	li11shiq1	shiq	1	low_match	non_matched_quality:low_match;candidate_headword_differs	sh	iq	final_outside_compact_inventory
247	125	31	质当的物品	tseq3taon55tiq5veq5phin52	tiq	5	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
248	126	6	秤纽	tsheon33gnieu33	gnieu	33	matched	ok	gn	ieu	final_outside_compact_inventory
248	126	24	卖相	ma11shian11	shian	11	weak_match	non_matched_quality:weak_match;candidate_headword_differs	sh	ian	final_outside_compact_inventory
249	127	4	粮店	lian11tien55	lian	11	matched	ok	l	ian	final_outside_compact_inventory
249	127	13	馆子	kuoen335tsy52	kuoen	335	matched	ok	k	uoen	final_outside_compact_inventory
249	127	14	馆子店	kuoen335tsy55tien52	kuoen	335	matched	ok	k	uoen	final_outside_compact_inventory
249	127	15	茶馆	dzo11kuoen55	kuoen	55	matched	bracket_context_review	k	uoen	final_outside_compact_inventory
249	127	16	旅馆	li115kuoen52	kuoen	52	matched	ok	k	uoen	final_outside_compact_inventory
249	127	18	宿夜店	shieu33ya33tien33	shieu	33	matched	ok	sh	ieu	final_outside_compact_inventory
249	127	20	混堂	wen115daon52	wen	115	weak_match	non_matched_quality:weak_match;candidate_headword_differs	w	en	final_outside_compact_inventory
249	127	25	照相馆	tsau33shian33kuoen33	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
249	127	25	照相馆	tsau33shian33kuoen33	kuoen	33	matched	ok	k	uoen	final_outside_compact_inventory
249	127	26	照相店	tsau33shian33tien33	shian	33	matched	ok	sh	ian	final_outside_compact_inventory
249	127	29	戏馆	shi33kuoen33	kuoen	33	matched	ok	k	uoen	final_outside_compact_inventory
250	128	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
250	128	6	观众	kuoen33tson55	kuoen	33	matched	ok	k	uoen	final_outside_compact_inventory
250	128	16	县城	yen11dzeon11	yen	11	matched	ok	y	en	final_outside_compact_inventory
250	128	17	故乡	ku335shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
250	128	18	家乡	cia33shian52	shian	52	matched	ok	sh	ian	final_outside_compact_inventory
250	128	25	乡下	shian33gho55	shian	33	matched	bracket_context_review	sh	ian	final_outside_compact_inventory
251	129	11	城墙	dzeon11jian52	jian	52	matched	bracket_context_review	j	ian	final_outside_compact_inventory
251	129	18	铁路	thiq3lu55	thiq	3	matched	ok	th	iq	final_outside_compact_inventory
251	129	21	马路	mha33lu55	mha	33	matched	ok	m	ha	final_outside_compact_inventory
251	129	25	凉亭	lian11din52	lian	11	matched	ok	l	ian	final_outside_compact_inventory
252	130	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
252	130	13	救火车	cieu33hu33ciu33	cieu	33	matched	ok	c	ieu	final_outside_compact_inventory
252	130	14	救护车	cieu33wu33ciu33	cieu	33	matched	ok	c	ieu	final_outside_compact_inventory
252	130	17	马托车	mha33thoq5ciu52	mha	33	matched	candidate_headword_differs	m	ha	final_outside_compact_inventory
252	130	18	马达掐	mha33daeq5khaeq54	mha	33	matched	candidate_headword_differs	m	ha	final_outside_compact_inventory
252	130	27	马车	mha33ciu52	mha	33	matched	ok	m	ha	final_outside_compact_inventory
253	131	5	用桨划的船	yon11cian11wo11tiq1zeen11	cian	11	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	c	ian	final_outside_compact_inventory
253	131	5	用桨划的船	yon11cian11wo11tiq1zeen11	tiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
253	131	7	戳桨船	tshoq3cian55zeen52	cian	55	matched	ok	c	ian	final_outside_compact_inventory
253	131	12	摇橹的船	yau11lu55tiq5zeen52	tiq	5	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	t	iq	final_outside_compact_inventory
253	131	14	摇四橹的船	yau11sy55lu55tiq5zeen52	tiq	5	matched	candidate_headword_differs	t	iq	final_outside_compact_inventory
253	131	19	船沿	zeen11yen52	yen	52	matched	ok	y	en	final_outside_compact_inventory
254	132	0	第七章	di11chiq1tsaon11	chiq	1	low_match	non_matched_quality:low_match;candidate_headword_differs	ch	iq	final_outside_compact_inventory
254	132	5	桨	cian335	cian	335	matched	ok	c	ian	final_outside_compact_inventory
254	132	6	扳桨	paen33cian55	cian	55	matched	ok	c	ian	final_outside_compact_inventory
254	132	7	桨	cian335	cian	335	weak_match	bracket_context_review;non_matched_quality:weak_match;candidate_headword_differs	c	ian	final_outside_compact_inventory
254	132	8	用脚蹬的桨	yon11ciaq1tiq1cian11	tiq	1	matched	bracket_context_review;candidate_headword_differs	t	iq	final_outside_compact_inventory
254	132	8	用脚蹬的桨	yon11ciaq1tiq1cian11	cian	11	matched	bracket_context_review;candidate_headword_differs	c	ian	final_outside_compact_inventory
254	132	9	桨桩	cian335tsaon52	cian	335	matched	ok	c	ian	final_outside_compact_inventory
254	132	16	双翼飞机	saon33yiq5fi55ci52	yiq	5	low_match	non_matched_quality:low_match;candidate_headword_differs	y	iq	final_outside_compact_inventory
254	132	17	单翼飞机	taen33yiq5fi55ci52	yiq	5	matched	candidate_headword_differs	y	iq	final_outside_compact_inventory
254	132	28	旧词	jieu11dzy11	jieu	11	weak_match	non_matched_quality:weak_match;candidate_headword_differs	j	ieu	final_outside_compact_inventory
255	133	15	幼稚园	ieu33dzy33yoen33	ieu	33	matched	ok		ieu	final_outside_compact_inventory
255	133	16	幼儿园	ieu33gni33yoen33	ieu	33	matched	ok		ieu	final_outside_compact_inventory
255	133	17	年级	gnien11ciq5	ciq	5	matched	ok	c	iq	final_outside_compact_inventory
255	133	18	班级	paen33ciq5	ciq	5	matched	ok	c	iq	final_outside_compact_inventory
256	134	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
256	134	5	粉笔	feen335piq54	piq	54	matched	ok	p	iq	final_outside_compact_inventory
256	134	6	粉笔字	feen335piq5zy52	piq	5	matched	ok	p	iq	final_outside_compact_inventory
256	134	9	石笔	zaq1piq5	piq	5	matched	ok	p	iq	final_outside_compact_inventory
256	134	12	笔记簿	piq3ci55bu52	piq	3	matched	candidate_headword_differs	p	iq	final_outside_compact_inventory
256	134	13	笔记本	piq3ci55peen52	piq	3	matched	ok	p	iq	final_outside_compact_inventory
256	134	19	钢笔	kaon33piq5	piq	5	matched	ok	p	iq	final_outside_compact_inventory
256	134	20	自来水笔	zy115le55sy55piq54	piq	54	matched	candidate_headword_differs	p	iq	final_outside_compact_inventory
256	134	21	蘸水钢笔	tsaen33sy33kaon33piq3	piq	3	low_match	non_matched_quality:low_match;candidate_headword_differs	p	iq	final_outside_compact_inventory
256	134	22	铅笔	khaen33piq5	piq	5	matched	ok	p	iq	final_outside_compact_inventory
256	134	23	圆珠笔	yoen11ciu55piq54	piq	54	matched	ok	p	iq	final_outside_compact_inventory
256	134	24	原子笔	gnioen11tsy55piq54	gnioen	11	matched	ok	gn	ioen	final_outside_compact_inventory
256	134	24	原子笔	gnioen11tsy55piq54	piq	54	matched	ok	p	iq	final_outside_compact_inventory
256	134	25	蜡笔	laeq1piq5	piq	5	matched	ok	p	iq	final_outside_compact_inventory
256	134	26	墨笔	moq1piq5	piq	5	matched	ok	p	iq	final_outside_compact_inventory
256	134	27	笔头	piq3deu52	piq	3	matched	ok	p	iq	final_outside_compact_inventory
256	134	28	笔管	piq3kuoen55	piq	3	matched	ok	p	iq	final_outside_compact_inventory
256	134	28	笔管	piq3kuoen55	kuoen	55	matched	ok	k	uoen	final_outside_compact_inventory
256	134	29	笔帽	piq3ma55	piq	3	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	p	iq	final_outside_compact_inventory
257	135	0	笔套管	piq3thau55kuoen52	piq	3	low_match	non_matched_quality:low_match;candidate_headword_differs	p	iq	final_outside_compact_inventory
257	135	0	笔套管	piq3thau55kuoen52	kuoen	52	low_match	non_matched_quality:low_match;candidate_headword_differs	k	uoen	final_outside_compact_inventory
257	135	1	笔筒	piq3don55	piq	3	weak_match	non_matched_quality:weak_match;candidate_headword_differs	p	iq	final_outside_compact_inventory
257	135	2	笔架	piq3cia55	piq	3	matched	ok	p	iq	final_outside_compact_inventory
257	135	3	橡皮	jian115bi52	jian	115	matched	ok	j	ian	final_outside_compact_inventory
257	135	4	卷笔套	cioen335piq5thau52	cioen	335	matched	candidate_headword_differs	c	ioen	final_outside_compact_inventory
257	135	4	卷笔套	cioen335piq5thau52	piq	5	matched	candidate_headword_differs	p	iq	final_outside_compact_inventory
257	135	5	铅笔刀	khaen33piq5tau52	piq	5	matched	candidate_headword_differs	p	iq	final_outside_compact_inventory
257	135	6	铅笔孟子	khaen33piq5man55tsy52	piq	5	weak_match	non_matched_quality:weak_match;candidate_headword_differs	p	iq	final_outside_compact_inventory
257	135	7	铅笔盒	khaen33piq5gheq54	piq	5	matched	ok	p	iq	final_outside_compact_inventory
257	135	22	橡皮筋	jian115bi55cin52	jian	115	matched	ok	j	ian	final_outside_compact_inventory
257	135	23	牛皮筋	gnieu11bi55cin52	gnieu	11	matched	ok	gn	ieu	final_outside_compact_inventory
258	136	0	第七章	di11chiq1tsaon11	chiq	1	unmatched	empty_image;non_matched_quality:unmatched;candidate_headword_differs	ch	iq	final_outside_compact_inventory
258	136	2	浆糊	cian33wu52	cian	33	matched	ok	c	ian	final_outside_compact_inventory
258	136	9	考试卷	khau335sy55cioen52	cioen	52	matched	candidate_headword_differs	c	ioen	final_outside_compact_inventory
258	136	10	测验卷	tsheoq3gniaen55cioen52	gniaen	55	matched	ok	gn	iaen	final_outside_compact_inventory
258	136	10	测验卷	tsheoq3gniaen55cioen52	cioen	52	matched	ok	c	ioen	final_outside_compact_inventory
258	136	11	一百分	iq3paq5feen52	iq	3	low_match	non_matched_quality:low_match;candidate_headword_differs		iq	final_outside_compact_inventory
258	136	12	头一名	deu11iq5min52	iq	5	matched	candidate_headword_differs		iq	final_outside_compact_inventory
258	136	13	零蛋	ihin33daen55	ihin	33	low_match	non_matched_quality:low_match;candidate_headword_differs		ihin	final_outside_compact_inventory
